ID,data,No
3V,0.0651093175398406,5
4H,0.174413766242661,5
4V,0.0823469144831014,5
3H,0.171363625948104,5
3V,0.0476649676792829,5
4H,-0.0125234982387476,5
4V,0.228583277077535,5
3H,0.131689098602794,5
3V,-0.0185191627589641,5
4H,-0.0222609971624266,5
4V,0.215525916739563,5
3H,-0.0562724054291417,5
3V,0.122698736982072,5
4H,0.0429007436399217,5
4V,0.193905357296223,5
3H,0.00518804223552894,5
3V,-0.00152397152390438,5
4H,0.00696345479452055,5
4V,0.0594995704870775,5
3H,-0.0977095674251497,5
3V,0.201604982001992,5
4H,-0.0841589722113503,5
4V,0.135669530188867,5
3H,-0.07230079249501,5
3V,-0.171348419940239,5
4H,-0.109946308219178,5
4V,0.020187806083499,5
3H,-0.17164263744511,5
3V,-0.00721129087649402,5
4H,-0.0774222249510763,5
4V,0.0391422347415507,5
3H,-0.137518274570858,5
3V,0.14961183624502,5
4H,-0.0796877326810176,5
4V,0.0969954508250497,5
3H,-0.0948429989620758,5
3V,-0.240664521334661,5
4H,-0.209760155381605,5
4V,-0.199443067992048,5
3H,-0.172118365828343,5
3V,0.20109512626494,5
4H,-0.105301718493151,5
4V,-0.178964268429423,5
3H,-0.174320134371257,5
3V,-0.355181761703187,5
4H,0.0656992831702544,5
4V,-0.083955270695825,5
3H,-0.15701094011976,5
3V,-0.0678416356075697,5
4H,0.00338287661448141,5
4V,-0.0874169894831014,5
3H,-0.00150874962075848,5
3V,-0.0122734299800797,5
4H,0.0327986115459883,5
4V,-0.161528137485089,5
3H,0.0277302487025948,5
3V,-0.180088804003984,5
4H,-0.0425549252446184,5
4V,-0.0544517095228628,5
3H,0.0409713553692615,5
3V,0.0341295118027888,5
4H,0.151441876516634,5
4V,-0.332020824353877,5
3H,0.111482840479042,5
3V,0.0541413494820717,5
4H,0.104153138649706,5
4V,0.192302034910537,5
3H,0.137995549221557,5
3V,-0.114311344213147,5
4H,0.12317981702544,5
4V,-0.14387337166998,5
3H,0.184988974770459,5
3V,0.0413585377888446,5
4H,0.0888505006849315,5
4V,0.0960844721968191,5
3H,0.213611965828343,5
3V,-0.31673621124502,5
4H,0.203189898727984,5
4V,0.0459259889264413,5
3H,0.169155758323353,5
3V,0.276134965278884,5
4H,0.0838890985322896,5
4V,0.0855960715904573,5
3H,0.199486492295409,5
3V,0.0528242221613546,5
4H,0.0792684191780822,5
4V,0.195016751222664,5
3H,0.203597273453094,5
3V,0.0282115434262948,5
4H,-0.0307252687866928,5
4V,0.112117696053678,5
3H,0.0802189469860279,5
3V,0.248645243456175,5
4H,0.096513774853229,5
4V,0.13319166832008,5
3H,0.0137206577245509,5
3V,-0.162365247430279,5
4H,0.0281958649706458,5
4V,0.0258419467693837,5
3H,0.0212774201197605,5
3V,0.10855630999004,5
4H,-0.128028526908023,5
4V,0.175764736212724,5
3H,-0.0424701832335329,5
3V,0.0259232623207171,5
4H,-0.15128734109589,5
4V,-0.0415036666202783,5
3H,-0.111615474011976,5
3V,-0.0472653147908367,5
4H,-0.0571043864970646,5
4V,0.0929324861431411,5
3H,-0.241483223552894,5
3V,0.0645387646912351,5
4H,-0.015924748630137,5
4V,0.000917571500994035,5
3H,-0.110401756726547,5
3V,-0.102396501215139,5
4H,-0.136080344618395,5
4V,-0.138796184115308,5
3H,-0.161615746906188,5
3V,0.0259475411653386,5
4H,-0.125009842465753,5
4V,-0.0535589504671968,5
3H,-0.194514194331337,5
3V,0.193289477719123,5
4H,0.0235154096868885,5
4V,-0.0627476882306163,5
3H,-0.176570695568862,5
3V,-0.0640966238247012,5
4H,-0.00777728943248533,5
4V,-0.205279404403579,5
3H,-0.068202209500998,5
3V,0.0295043919023904,5
4H,-0.0241977372798435,5
4V,-0.0593831404970179,5
